RN5A_HUMAN,Q05823,2-5A-dependent RNase,1022
AMHR2_HUMAN,Q16671,AMH type II receptor,1953
AMHR2_HUMAN,Q16671,AMHR,1950
AMHR2_HUMAN,Q16671,AMHR2,1949
AAPK2_HUMAN,P54646,AMPK,1281
AAPK1_HUMAN,Q13131,AMPK (hum),4042
AAPK1_HUMAN,Q13131,AMPK subunit alpha-1,506
AAPK2_HUMAN,P54646,AMPK subunit alpha-2,1283
AAPK1_HUMAN,Q13131,AMPK1,505
AAPK2_HUMAN,P54646,AMPK2,1282
NUAK1_HUMAN,O60285,AMPK-related protein kinase 5,680
STRAB_HUMAN,Q9C0K7,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein,2792
CDK15_HUMAN,Q96Q40,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein,3040
ALK_HUMAN,Q9UM73,Anaplastic lymphoma kinase,194
HIPK3_HUMAN,Q9H422,Androgen receptor-interacting nuclear protein kinase,2696
ANKK1_HUMAN,Q8NFD2,ANKK1,2335
RIPK4_HUMAN,P57078,ANKRD3,2906
RIPK4_HUMAN,P57078,Ankyrin repeat domain-containing protein 3,2908
ANPRA_HUMAN,P16066,ANP-A,2953
ANPRB_HUMAN,P20594,ANP-B,2633
HIPK3_HUMAN,Q9H422,ANPK,2697
ANPRA_HUMAN,P16066,ANPRA,2951
ANPRA_HUMAN,P16066,ANPR-A,2954
ANPRB_HUMAN,P20594,ANPRB,2631
ANPRB_HUMAN,P20594,ANPR-B,2634
WNK2_HUMAN,Q9Y3S1,Antigen NY-CO-43,2618
AMHR2_HUMAN,Q16671,Anti-Muellerian hormone type II receptor,1952
ANTR1_HUMAN,Q9H6X2,ANTXR1,658
PAN3_HUMAN,Q58A45,A-nuclease deadenylation complex subunit 3,2013
SPEG_HUMAN,Q15772,Aortic preferentially expressed protein 1,2785
SPEG_HUMAN,Q15772,APEG1,2783
SPEG_HUMAN,Q15772,APEG-1,2786
KPCI_HUMAN,P41743,aPKC-lambda/iota,342
M3K5_HUMAN,Q99683,Apoptosis signal-regulating kinase 1,35
M3K6_HUMAN,O95382,Apoptosis signal-regulating kinase 2,30
M3K15_HUMAN,Q6ZN16,Apoptosis signal-regulating kinase 3,3029
LMTK1_HUMAN,Q6ZMQ8,Apoptosis-associated tyrosine kinase,1464
LMTK2_HUMAN,Q8IWU2,Apoptosis-associated tyrosine kinase 2,2001
ARAF_HUMAN,P10398,ARAF,2291
ARAF_HUMAN,P10398,ARAF1,2292
ABL2_HUMAN,P42684,ARG,1910
A1ATR_HUMAN,P20848,ARGS,2407
AURKA_HUMAN,O14965,ARK1,1482
AURKA_HUMAN,O14965,ARK-1,1491
AURKB_HUMAN,Q96GD4,ARK2,925
AURKB_HUMAN,Q96GD4,ARK-2,933
AURKC_HUMAN,Q9UQB9,ARK3,1377
AURKC_HUMAN,Q9UQB9,ARK-3,1381
NUAK1_HUMAN,O60285,ARK5,677
TNKS1_HUMAN,O95271,ARTD5,2597
M3K5_HUMAN,Q99683,ASK1,32
M3K5_HUMAN,Q99683,ASK-1,36
M3K6_HUMAN,O95382,ASK2,27
M3K15_HUMAN,Q6ZN16,ASK3,3028
PAN3_HUMAN,Q58A45,A-specific ribonuclease,2011
ATM_HUMAN,Q13315,A-T mutated,2415
ATR_HUMAN,Q13535,Ataxia telangiectasia and Rad3-related protein,2486
ATM_HUMAN,Q13315,Ataxia telangiectasia mutated,2414
ULK1_HUMAN,O75385,ATG1,277
BTK_HUMAN,Q06187,ATK,543
ATM_HUMAN,Q13315,ATM,2413
ANTR1_HUMAN,Q9H6X2,ATR,659
A1ATR_HUMAN,P20848,ATR,2408
ATR_HUMAN,Q13535,ATR,2484
ANPRA_HUMAN,P16066,Atrial natriuretic peptide receptor type A,2952
ANPRB_HUMAN,P20594,Atrial natriuretic peptide receptor type B,2632
SMG1_HUMAN,Q96Q15,ATX,1872
KPCI_HUMAN,P41743,Atypical protein kinase C-lambda/iota,340
PRPK_HUMAN,Q96S44,Atypical serine/threonine protein kinase TP53RK,1291
AURKA_HUMAN,O14965,AURA,1483
AURKA_HUMAN,O14965,AURKA,1479
AURKB_HUMAN,Q96GD4,AURKB,921
AURKC_HUMAN,Q9UQB9,AURKC,1373
AURKB_HUMAN,Q96GD4,Aurora 1,929
AURKA_HUMAN,O14965,Aurora 2,1489
AURKC_HUMAN,Q9UQB9,Aurora 3,1379
AURKA_HUMAN,O14965,Aurora A,4017
AURKB_HUMAN,Q96GD4,Aurora- and IPL1-like midbody-associated protein 1,930
AURKB_HUMAN,Q96GD4,Aurora B,4021
AURKC_HUMAN,Q9UQB9,Aurora C,4022
AURKC_HUMAN,Q9UQB9,Aurora/IPL1/Eg2 protein 2,1383
AURKA_HUMAN,O14965,Aurora/IPL1-related kinase 1,1490
AURKB_HUMAN,Q96GD4,Aurora/IPL1-related kinase 2,932
AURKC_HUMAN,Q9UQB9,Aurora/IPL1-related kinase 3,1380
AURKA_HUMAN,O14965,Aurora-related kinase 1,1492
AURKB_HUMAN,Q96GD4,Aurora-related kinase 2,934
AURKC_HUMAN,Q9UQB9,Aurora-related kinase 3,1382
ULK1_HUMAN,O75385,Autophagy-related protein 1 homolog,276
UFO_HUMAN,P30530,AXL,1605
UFO_HUMAN,P30530,AXL oncogene,1607
AURKA_HUMAN,O14965,AYK1,1484
BLK_HUMAN,P51451,B lymphocyte kinase,1778
M4K2_HUMAN,Q12851,B lymphocyte serine/threonine-protein kinase,142
HUNK_HUMAN,P57058,B19,2032
B1_VACCW,P16913,B1R,1206
MINK1_HUMAN,Q8N4C8,B55,2016
ARBK1_HUMAN,P25098,BARK,746
ARBK1_HUMAN,P25098,BARK1,747
ARBK2_HUMAN,P35626,BARK2,1249
FGFR1_HUMAN,P11362,Basic fibroblast growth factor receptor 1,2936
BTK_HUMAN,Q06187,B-cell progenitor kinase,546
BCKD_HUMAN,O14874,BCKDHKIN,1980
BCKD_HUMAN,O14874,BCKDK,1977
BCKD_HUMAN,O14874,BCKD-kinase,1979
NRBP_HUMAN,Q9UHY1,BCON3,2667
TTBK1_HUMAN,Q5TCY1,BDTK,2328
FGFR2_HUMAN,P21802,BEK,2071
PGFRB_HUMAN,P09619,Beta platelet-derived growth factor receptor,3054
ARBK1_HUMAN,P25098,Beta-ARK-1,748
ARBK2_HUMAN,P35626,Beta-ARK-2,1250
PAK3_HUMAN,O75914,Beta-PAK,550
PGFRB_HUMAN,P09619,Beta-type platelet-derived growth factor receptor,3055
FGFR1_HUMAN,P11362,BFGFR,2929
FGFR1_HUMAN,P11362,bFGF-R-1,2937
MK07_HUMAN,Q13164,Big MAP kinase 1,1635
BMP2K_HUMAN,Q9NSY1,BIKE,2663
BMP2K_HUMAN,Q9NSY1,BIKe,2665
BLK_HUMAN,P51451,BLK,1777
MK07_HUMAN,Q13164,BMK1,1630
MK07_HUMAN,Q13164,BMK-1,1636
BMPR2_HUMAN,Q13873,BMP type II receptor,2546
BMR1A_HUMAN,P36894,BMP type-1A receptor,1090
BMR1B_HUMAN,O00238,BMP type-1B receptor,2764
BMPR2_HUMAN,Q13873,BMP type-2 receptor,2543
BMP2K_HUMAN,Q9NSY1,BMP2K,2662
BMR1A_HUMAN,P36894,BMPR1A,1087
BMR1A_HUMAN,P36894,BMPR-1A,1091
BMR1B_HUMAN,O00238,BMPR1B,2763
BMR1B_HUMAN,O00238,BMPR-1B,2765
BMPR2_HUMAN,Q13873,BMPR2,2541
BMPR2_HUMAN,Q13873,BMPR-2,2544
BMPR2_HUMAN,Q13873,BMPR-II,2547
BMX_HUMAN,P51813,BMX,580
BMX_HUMAN,P51813,Bone marrow tyrosine kinase gene in chromosome X protein,581
BMPR2_HUMAN,Q13873,Bone morphogenetic protein receptor type II,2545
BTK_HUMAN,Q06187,BPK,544
BRSK1_HUMAN,Q8TDC3,BR serine/threonine-protein kinase 1,167
BRSK2_HUMAN,Q8IWQ3,BR serine/threonine-protein kinase 2,1221
BRAF_HUMAN,P15056,BRAF,2321
BRAF_HUMAN,P15056,BRAF1,2322
LMTK1_HUMAN,Q6ZMQ8,Brain apoptosis-associated tyrosine kinase,1465
TTBK1_HUMAN,Q5TCY1,Brain-derived tau kinase,2330
LMTK2_HUMAN,Q8IWU2,Brain-enriched kinase,2002
BRSK1_HUMAN,Q8TDC3,Brain-selective kinase 1,165
BRSK2_HUMAN,Q8IWQ3,Brain-selective kinase 2,1219
EPHA5_HUMAN,P54756,Brain-specific kinase,1081
BRSK1_HUMAN,Q8TDC3,Brain-specific serine/threonine-protein kinase 1,166
BRSK2_HUMAN,Q8IWQ3,Brain-specific serine/threonine-protein kinase 2,1220
BCKD_HUMAN,O14874,Branched-chain alpha-ketoacid dehydrogenase kinase,1978
PTK6_HUMAN,Q13882,Breast tumor kinase,191
AURKA_HUMAN,O14965,Breast tumor-amplified kinase,1494
LMTK2_HUMAN,Q8IWU2,BREK,1997
PTK6_HUMAN,Q13882,BRK,190
PINK1_HUMAN,Q9BXM7,BRPK,1499
BRSK1_HUMAN,Q8TDC3,BRSK1,161
BRSK2_HUMAN,Q8IWQ3,BRSK2,1213
BTK_HUMAN,Q06187,Bruton tyrosine kinase,547
EPHA5_HUMAN,P54756,BSK,1077
AURKA_HUMAN,O14965,BTAK,1485
BTK_HUMAN,Q06187,BTK,541
BUB1_HUMAN,O43683,BUB1,1966
BUB1_HUMAN,O43683,BUB1A,1969
BUB1B_HUMAN,O60566,BUB1B,2283
BUB1_HUMAN,O43683,BUB1L,1967
BUB1B_HUMAN,O60566,BUBR1,2284
TYRO3_HUMAN,Q06418,BYK,2959
BRSK2_HUMAN,Q8IWQ3,C11orf7,1214
TSSK4_HUMAN,Q6SA08,C14orf20,978
SRMS_HUMAN,Q9H3Y6,C20orf148,945
PRPK_HUMAN,Q96S44,C20orf64,1289
TRIB3_HUMAN,Q96RU7,C20orf97,1471
CDK9_HUMAN,P50750,C-2K,2387
TRIB1_HUMAN,Q96RU8,C8FW,831
STKL1_HUMAN,Q8NE28,C9orf96,1240
COQ8A_HUMAN,Q8NI60,CABC1,1729
RET_HUMAN,P07949,Cadherin family member 12,2093
FAK2_HUMAN,Q14289,CADTK,355
DDR1_HUMAN,Q08345,CAK,2041
CDK7_HUMAN,P50613,CAK,2442
CDK7_HUMAN,P50613,CAK1,2443
FAK2_HUMAN,Q14289,CAKB,359
FAK2_HUMAN,Q14289,CAK-beta,358
CDK20_HUMAN,Q8IZL9,CAK-kinase p42,2464
EF2K_HUMAN,O00418,Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase,377
KKCC1_HUMAN,Q8N5S9,Calcium/calmodulin-dependent protein kinase kinase alpha,182
KKCC2_HUMAN,Q96RR4,Calcium/calmodulin-dependent protein kinase kinase beta,2675
CSKP_HUMAN,O14936,Calcium/calmodulin-dependent serine protein kinase,1012
FAK2_HUMAN,Q14289,Calcium-dependent tyrosine kinase,354
FAK2_HUMAN,Q14289,Calcium-regulated non-receptor proline-rich tyrosine kinase,356
STRAB_HUMAN,Q9C0K7,CALS-21,2793
KCC1A_HUMAN,Q14012,CaM kinase I,2682
KCC1A_HUMAN,Q14012,CaM kinase I alpha,2684
KCC1B_HUMAN,Q6P2M8,CaM kinase I beta,960
KCC1D_HUMAN,Q8IU85,CaM kinase I delta,1366
KCC1G_HUMAN,Q96NX5,CaM kinase I gamma,2103
KCC1B_HUMAN,Q6P2M8,CaM kinase IB,961
KCC1D_HUMAN,Q8IU85,CaM kinase ID,1367
KCC1G_HUMAN,Q96NX5,CaM kinase IG,2104
KCC2A_HUMAN,Q9UQM7,CaM kinase II subunit alpha,259
KCC2B_HUMAN,Q13554,CaM kinase II subunit beta,1278
KCC2D_HUMAN,Q13557,CaM kinase II subunit delta,24
KCC2G_HUMAN,Q13555,CaM kinase II subunit gamma,44
KCC4_HUMAN,Q16566,CaM kinase-GR,2540
KCC2B_HUMAN,Q13554,CAM2,1275
KCC2G_HUMAN,Q13555,CAMK,41
KCC4_HUMAN,Q16566,CAMK,2536
KCC4_HUMAN,Q16566,CaMK IV,2539
KCC1A_HUMAN,Q14012,CAMK1,2681
KCC1D_HUMAN,Q8IU85,CAMK1D,1364
KCC1G_HUMAN,Q96NX5,CAMK1G,2100
KCC2B_HUMAN,Q13554,CAMK2,1276
KCC2A_HUMAN,Q9UQM7,CAMK2A,256
KCC2B_HUMAN,Q13554,CAMK2B,1274
KCC2D_HUMAN,Q13557,CAMK2D,22
KCC2G_HUMAN,Q13555,CAMK2G,40
KCC4_HUMAN,Q16566,CAMK4,2535
KCC2A_HUMAN,Q9UQM7,CAMKA,257
KCC2B_HUMAN,Q13554,CAMKB,1277
KCC2D_HUMAN,Q13557,CAMKD,23
KCC2G_HUMAN,Q13555,CAMKG,43
KCC4_HUMAN,Q16566,CAMK-GR,2537
KCC1A_HUMAN,Q14012,CaM-KI,2683
KCC1B_HUMAN,Q6P2M8,CaM-KI beta,962
KCC1D_HUMAN,Q8IU85,CaMKI delta,1369
KCC1D_HUMAN,Q8IU85,CaM-KI delta,1368
KCC1G_HUMAN,Q96NX5,CaMKI gamma,2106
KCC1G_HUMAN,Q96NX5,CaM-KI gamma,2105
KCC1A_HUMAN,Q14012,CaMKI-alpha,2685
KCC1B_HUMAN,Q6P2M8,CaMKI-beta,963
KCC1D_HUMAN,Q8IU85,CAMKID,1365
KCC1D_HUMAN,Q8IU85,CaMKID,1370
KCC1G_HUMAN,Q96NX5,CaMKIG,2107
KCC2G_HUMAN,Q13555,CAMK-II,42
KCC2A_HUMAN,Q9UQM7,CaMK-II subunit alpha,260
KCC2B_HUMAN,Q13554,CaMK-II subunit beta,1279
KCC2D_HUMAN,Q13557,CaMK-II subunit delta,25
KCC2G_HUMAN,Q13555,CaMK-II subunit gamma,45
KCC1D_HUMAN,Q8IU85,CaMKI-like protein kinase,1371
KKCC1_HUMAN,Q8N5S9,CaM-kinase IV kinase,181
KKCC1_HUMAN,Q8N5S9,CaM-kinase kinase 1,179
KKCC2_HUMAN,Q96RR4,CaM-kinase kinase 2,2673
KKCC1_HUMAN,Q8N5S9,CaM-kinase kinase alpha,184
KKCC2_HUMAN,Q96RR4,CaM-kinase kinase beta,2677
KCC4_HUMAN,Q16566,CAMKIV,2538
KKCC1_HUMAN,Q8N5S9,CaMKK 1,180
KKCC1_HUMAN,Q8N5S9,CaM-KK 1,178
KKCC2_HUMAN,Q96RR4,CaMKK 2,2674
KKCC2_HUMAN,Q96RR4,CaM-KK 2,2672
KKCC1_HUMAN,Q8N5S9,CaMKK alpha,185
KKCC1_HUMAN,Q8N5S9,CAMKK alpha,4038
KKCC1_HUMAN,Q8N5S9,CaM-KK alpha,183
KKCC2_HUMAN,Q96RR4,CaMKK beta,2678
KKCC2_HUMAN,Q96RR4,CAMKK beta,4018
KKCC2_HUMAN,Q96RR4,CaM-KK beta,2676
KKCC1_HUMAN,Q8N5S9,CAMKK1,176
KKCC2_HUMAN,Q96RR4,CAMKK2,2669
KKCC1_HUMAN,Q8N5S9,CAMKKA,177
KKCC2_HUMAN,Q96RR4,CAMKKB,2670
KCC1G_HUMAN,Q96NX5,CaMK-like CREB kinase III,2108
DCLK2_HUMAN,Q8N568,CaMK-like CREB regulatory kinase 2,1176
CAMKV_HUMAN,Q8NCB2,CAMKV,1501
M3K8_HUMAN,P41279,Cancer Osaka thyroid oncogene,591
TSSK6_HUMAN,Q9BXA6,Cancer/testis antigen 72,7
TOPK_HUMAN,Q96KB5,Cancer/testis antigen 84,3092
RIPK2_HUMAN,O43353,CARD-containing IL-1 beta ICE-kinase,3162
RIPK2_HUMAN,O43353,CARD-containing interleukin-1 beta-converting enzyme-associated kinase,3161
TNI3K_HUMAN,Q59H18,Cardiac ankyrin repeat kinase,655
TNI3K_HUMAN,Q59H18,Cardiac troponin I-interacting kinase,656
MYLK3_HUMAN,Q32MK0,Cardiac-MLCK,2946
MYLK3_HUMAN,Q32MK0,Cardiac-MyBP-C-associated Ca/CaM kinase,2945
RIPK2_HUMAN,O43353,CARDIAK,3157
TNI3K_HUMAN,Q59H18,CARK,654
CSK23_HUMAN,Q8NEV1,Casein kinase II alpha 1 polypeptide pseudogene,3026
CSKP_HUMAN,O14936,CASK,1009
PTK7_HUMAN,Q13308,CCK4,2082
PTK7_HUMAN,Q13308,CCK-4,2084
CDK20_HUMAN,Q8IZL9,CCRK,2461
CSF1R_HUMAN,P07333,CD antigen CD115,2399
KIT_HUMAN,P10721,CD antigen CD117,2069
FLT3_HUMAN,P36888,CD antigen CD135,1162
RON_HUMAN,Q04912,CD antigen CD136 [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain],2818
PGFRA_HUMAN,P16234,CD antigen CD140a,1523
PGFRB_HUMAN,P09619,CD antigen CD140b,3059
DDR1_HUMAN,Q08345,CD antigen CD167a,2060
DDR2_HUMAN,Q16832,CD antigen CD167b,649
TIE2_HUMAN,Q02763,CD antigen CD202b,813
INSR_HUMAN,P06213,CD antigen CD220 [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],2362
IGF1R_HUMAN,P08069,CD antigen CD221 [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain],2170
ALK_HUMAN,Q9UM73,CD antigen CD246,195
BMR1A_HUMAN,P36894,CD antigen CD292,1096
VGFR2_HUMAN,P35968,CD antigen CD309,1437
FGFR1_HUMAN,P11362,CD antigen CD331,2942
FGFR2_HUMAN,P21802,CD antigen CD332,2077
FGFR3_HUMAN,P22607,CD antigen CD333,1008
FGFR4_HUMAN,P22455,CD antigen CD334,2825
ERBB2_HUMAN,P04626,CD antigen CD340,2887
BMR1B_HUMAN,O00238,CD antigen CDw293,2766
FLT3_HUMAN,P36888,CD135,1152
PGFRA_HUMAN,P16234,CD140 antigen-like family member A,1518
PGFRB_HUMAN,P09619,CD140 antigen-like family member B,3056
PGFRA_HUMAN,P16234,CD140a antigen,1519
DDR1_HUMAN,Q08345,CD167 antigen-like family member A,2049
DDR2_HUMAN,Q16832,CD167 antigen-like family member B,644
TNK1_HUMAN,Q13470,CD38 negative kinase 1,1698
CDK1_HUMAN,P06493,CDC2,2827
MCM4_HUMAN,P33991,CDC21,1991
MCM4_HUMAN,P33991,CDC21 homolog,1992
MARK3_HUMAN,P27448,Cdc25C-associated protein kinase 1,2474
CDK1_HUMAN,P06493,CDC28A,2828
CDK13_HUMAN,Q14004,CDC2L,966
CD11B_HUMAN,P21127,CDC2L1,1741
CD11A_HUMAN,Q9UQ88,CDC2L2,3216
CD11A_HUMAN,Q9UQ88,CDC2L3,3217
CDK9_HUMAN,P50750,CDC2L4,2385
CDK13_HUMAN,Q14004,CDC2L5,967
CDK19_HUMAN,Q9BWU1,CDC2L6,1164
CDK12_HUMAN,Q9NYV4,Cdc2-related kinase  arginine/serine-rich,1932
CDK13_HUMAN,Q14004,CDC2-related protein kinase 5,970
CDK19_HUMAN,Q9BWU1,CDC2-related protein kinase 6,1167
CDK12_HUMAN,Q9NYV4,CDC2-related protein kinase 7,1935
MRCKA_HUMAN,Q5VT25,CDC42-binding protein kinase alpha,1689
MRCKB_HUMAN,Q9Y5S2,CDC42-binding protein kinase beta,889
MRCKG_HUMAN,Q6DT37,CDC42-binding protein kinase gamma,3005
MRCKA_HUMAN,Q5VT25,CDC42BPA,1687
MRCKB_HUMAN,Q9Y5S2,CDC42BPB,887
MRCKB_HUMAN,Q9Y5S2,CDC42BP-beta,890
MRCKG_HUMAN,Q6DT37,CDC42BPG,3003
CDC7_HUMAN,O00311,CDC7,2641
CDC7_HUMAN,O00311,CDC7L1,2642
CDC7_HUMAN,O00311,CDC7-related kinase,2643
CDK20_HUMAN,Q8IZL9,CDCH,2462
CLK1_HUMAN,P49759,CDC-like kinase 1,540
CLK2_HUMAN,P49760,CDC-like kinase 2,1425
CLK3_HUMAN,P49761,CDC-like kinase 3,228
CLK4_HUMAN,Q9HAZ1,CDC-like kinase 4,3101
RET_HUMAN,P07949,CDHF12,2089
RET_HUMAN,P07949,CDHR16,2090
CDK1_HUMAN,P06493,CDK1,2826
CDK10_HUMAN,Q15131,CDK10,1139
CDK19_HUMAN,Q9BWU1,CDK11,1165
CD11B_HUMAN,P21127,CDK11B,1742
CD11A_HUMAN,Q9UQ88,CDK11A,3215
CDK12_HUMAN,Q9NYV4,CDK12,1928
CDK13_HUMAN,Q14004,CDK13,965
CDK14_HUMAN,O94921,CDK14,2260
CDK15_HUMAN,Q96Q40,CDK15,3037
CDK16_HUMAN,Q00536,CDK16,117
CDK17_HUMAN,Q00537,CDK17,2857
CDK18_HUMAN,Q07002,CDK18,1347
CDK19_HUMAN,Q9BWU1,CDK19,1163
CDK2_HUMAN,P24941,CDK2,1904
CDK20_HUMAN,Q8IZL9,CDK20,2460
